serialNumber,timestamp,unitPeriodUsage
F30200C8,1490972400000,203.00
F30200C8,1490973300000,99.00
F30200C8,1490974200000,148.00
F30200C8,1490975100000,85.00
F30200C8,1490976000000,106.00
F30200C8,1490976900000,215.00
F30200C8,1490977800000,181.00
F30200C8,1490978700000,151.00
F30200C8,1490979600000,137.00
F30200C8,1490980500000,161.00
F30200C8,1490981400000,111.00
F30200C8,1490982300000,239.00
F30200C8,1490983200000,481.00
F30200C8,1490984100000,529.00
F30200C8,1490985000000,440.00
F30200C8,1490985900000,459.00
F30200C8,1490986800000,487.00
F30200C8,1490987700000,492.00
F30200C8,1490988600000,493.00
F30200C8,1490989500000,529.00
F30200C8,1490990400000,548.00
F30200C8,1490991300000,488.00
F30200C8,1490992200000,564.00
F30200C8,1490993100000,389.00
F30200C8,1490994000000,178.00
F30200C8,1490994900000,139.00
F30200C8,1490995800000,151.00
F30200C8,1490996700000,144.00
F30200C8,1490997600000,63.00
F30200C8,1490998500000,68.00
F30200C8,1490999400000,113.00
F30200C8,1491000300000,470.00
F30200C8,1491001200000,389.00
F30200C8,1491002100000,268.00
F30200C8,1491003000000,198.00
F30200C8,1491003900000,205.00
F30200C8,1491004800000,447.00
F30200C8,1491005700000,437.00
F30200C8,1491006600000,413.00
F30200C8,1491007500000,346.00
F30200C8,1491008400000,226.00
F30200C8,1491009300000,226.00
F30200C8,1491010200000,239.00
F30200C8,1491011100000,191.00
F30200C8,1491012000000,209.00
F30200C8,1491012900000,280.00
F30200C8,1491013800000,170.00
F30200C8,1491014700000,157.00
F30200C8,1491015600000,149.00
F30200C8,1491016500000,127.00
F30200C8,1491017400000,193.00
F30200C8,1491018300000,166.00
F30200C8,1491019200000,181.00
F30200C8,1491020100000,125.00
F30200C8,1491021000000,88.00
F30200C8,1491021900000,122.00
F30200C8,1491022800000,156.00
F30200C8,1491023700000,170.00
F30200C8,1491024600000,171.00
F30200C8,1491025500000,152.00
F30200C8,1491026400000,170.00
F30200C8,1491027300000,148.00
F30200C8,1491028200000,153.00
F30200C8,1491029100000,132.00
F30200C8,1491030000000,140.00
F30200C8,1491030900000,188.00
F30200C8,1491031800000,285.00
F30200C8,1491032700000,178.00
F30200C8,1491033600000,183.00
F30200C8,1491034500000,184.00
F30200C8,1491035400000,201.00
F30200C8,1491036300000,204.00
F30200C8,1491037200000,205.00
F30200C8,1491038100000,275.00
F30200C8,1491039000000,494.00
F30200C8,1491039900000,416.00
F30200C8,1491040800000,551.00
F30200C8,1491041700000,659.00
F30200C8,1491042600000,531.00
F30200C8,1491043500000,436.00
F30200C8,1491044400000,469.00
F30200C8,1491045300000,416.00
F30200C8,1491046200000,221.00
F30200C8,1491047100000,207.00
F30200C8,1491048000000,194.00
F30200C8,1491048900000,257.00
F30200C8,1491049800000,284.00
F30200C8,1491050700000,172.00
F30200C8,1491051600000,274.00
F30200C8,1491052500000,305.00
F30200C8,1491053400000,272.00
F30200C8,1491054300000,211.00
F30200C8,1491055200000,226.00
F30200C8,1491056100000,233.00
F30200C8,1491057000000,228.00
F30200C8,1491057900000,212.00
F30200C8,1491058800000,209.00
F30200C8,1491059700000,210.00
F30200C8,1491060600000,227.00
F30200C8,1491061500000,227.00
F30200C8,1491062400000,225.00
F30200C8,1491063300000,224.00
F30200C8,1491064200000,231.00
F30200C8,1491065100000,265.00
F30200C8,1491066000000,476.00
F30200C8,1491066900000,469.00
F30200C8,1491067800000,617.00
F30200C8,1491068700000,773.00
F30200C8,1491069600000,566.00
F30200C8,1491070500000,557.00
F30200C8,1491071400000,559.00
F30200C8,1491072300000,557.00
F30200C8,1491073200000,551.00
F30200C8,1491074100000,541.00
F30200C8,1491075000000,518.00
F30200C8,1491075900000,705.00
F30200C8,1491076800000,651.00
F30200C8,1491077700000,572.00
F30200C8,1491078600000,563.00
F30200C8,1491079500000,547.00
F30200C8,1491080400000,366.00
F30200C8,1491081300000,257.00
F30200C8,1491082200000,177.00
F30200C8,1491083100000,173.00
F30200C8,1491084000000,286.00
F30200C8,1491084900000,491.00
F30200C8,1491085800000,453.00
F30200C8,1491086700000,326.00
F30200C8,1491087600000,200.00
F30200C8,1491088500000,145.00
F30200C8,1491089400000,77.00
F30200C8,1491090300000,66.00
F30200C8,1491091200000,87.00
F30200C8,1491092100000,153.00
F30200C8,1491093000000,172.00
F30200C8,1491093900000,533.00
F30200C8,1491094800000,391.00
F30200C8,1491095700000,172.00
F30200C8,1491096600000,190.00
F30200C8,1491097500000,163.00
F30200C8,1491098400000,164.00
F30200C8,1491099300000,147.00
F30200C8,1491100200000,119.00
F30200C8,1491101100000,136.00
F30200C8,1491102000000,139.00
F30200C8,1491102900000,161.00
F30200C8,1491103800000,138.00
F30200C8,1491104700000,159.00
F30200C8,1491105600000,140.00
F30200C8,1491106500000,150.00
F30200C8,1491107400000,124.00
F30200C8,1491108300000,125.00
F30200C8,1491109200000,136.00
F30200C8,1491110100000,58.00
F30200C8,1491111000000,124.00
F30200C8,1491111900000,70.00
F30200C8,1491112800000,101.00
F30200C8,1491113700000,150.00
F30200C8,1491114600000,149.00
F30200C8,1491115500000,243.00
F30200C8,1491116400000,346.00
F30200C8,1491117300000,311.00
F30200C8,1491118200000,291.00
F30200C8,1491119100000,271.00
F30200C8,1491120000000,287.00
F30200C8,1491120900000,288.00
F30200C8,1491121800000,178.00
F30200C8,1491122700000,263.00
F30200C8,1491123600000,379.00
F30200C8,1491124500000,219.00
F30200C8,1491125400000,495.00
F30200C8,1491126300000,343.00
F30200C8,1491127200000,264.00
F30200C8,1491128100000,204.00
F30200C8,1491129000000,172.00
F30200C8,1491129900000,159.00
F30200C8,1491130800000,353.00
F30200C8,1491131700000,518.00
F30200C8,1491132600000,262.00
F30200C8,1491133500000,180.00
F30200C8,1491134400000,94.00
F30200C8,1491135300000,249.00
F30200C8,1491136200000,554.00
F30200C8,1491137100000,705.00
F30200C8,1491138000000,560.00
F30200C8,1491138900000,417.00
F30200C8,1491139800000,150.00
F30200C8,1491140700000,151.00
F30200C8,1491141600000,161.00
F30200C8,1491142500000,169.00
F30200C8,1491143400000,168.00
F30200C8,1491144300000,170.00
F30200C8,1491145200000,158.00
F30200C8,1491146100000,144.00
F30200C8,1491147000000,146.00
F30200C8,1491147900000,151.00
F30200C8,1491148800000,170.00
F30200C8,1491149700000,154.00
F30200C8,1491150600000,162.00
F30200C8,1491151500000,147.00
F30200C8,1491152400000,137.00
F30200C8,1491153300000,138.00
F30200C8,1491154200000,140.00
F30200C8,1491155100000,487.00
F30200C8,1491156000000,531.00
F30200C8,1491156900000,489.00
F30200C8,1491157800000,450.00
F30200C8,1491158700000,544.00
F30200C8,1491159600000,575.00
F30200C8,1491160500000,647.00
F30200C8,1491161400000,639.00
F30200C8,1491162300000,584.00
F30200C8,1491163200000,565.00
F30200C8,1491164100000,570.00
F30200C8,1491165000000,564.00
F30200C8,1491165900000,213.00
F30200C8,1491166800000,178.00
F30200C8,1491167700000,187.00
F30200C8,1491168600000,174.00
F30200C8,1491169500000,203.00
F30200C8,1491170400000,179.00
F30200C8,1491171300000,290.00
F30200C8,1491172200000,54.00
F30200C8,1491173100000,88.00
F30200C8,1491174000000,99.00
F30200C8,1491174900000,94.00
F30200C8,1491175800000,68.00
F30200C8,1491176700000,51.00
F30200C8,1491177600000,140.00
F30200C8,1491178500000,139.00
F30200C8,1491179400000,238.00
F30200C8,1491180300000,68.00
F30200C8,1491181200000,71.00
F30200C8,1491182100000,59.00
F30200C8,1491183000000,57.00
F30200C8,1491183900000,101.00
F30200C8,1491184800000,170.00
F30200C8,1491185700000,168.00
F30200C8,1491186600000,209.00
F30200C8,1491187500000,136.00
F30200C8,1491188400000,146.00
F30200C8,1491189300000,169.00
F30200C8,1491190200000,180.00
F30200C8,1491191100000,151.00
F30200C8,1491192000000,151.00
F30200C8,1491192900000,105.00
F30200C8,1491193800000,116.00
F30200C8,1491194700000,372.00
F30200C8,1491195600000,357.00
F30200C8,1491196500000,424.00
F30200C8,1491197400000,492.00
F30200C8,1491198300000,443.00
F30200C8,1491199200000,306.00
F30200C8,1491200100000,255.00
F30200C8,1491201000000,260.00
F30200C8,1491201900000,222.00
F30200C8,1491202800000,167.00
F30200C8,1491203700000,179.00
F30200C8,1491204600000,180.00
F30200C8,1491205500000,165.00
F30200C8,1491206400000,190.00
F30200C8,1491207300000,231.00
F30200C8,1491208200000,336.00
F30200C8,1491209100000,463.00
F30200C8,1491210000000,459.00
F30200C8,1491210900000,427.00
F30200C8,1491211800000,329.00
F30200C8,1491212700000,136.00
F30200C8,1491213600000,150.00
F30200C8,1491214500000,135.00
F30200C8,1491215400000,160.00
F30200C8,1491216300000,201.00
F30200C8,1491217200000,194.00
F30200C8,1491218100000,514.00
F30200C8,1491219000000,293.00
F30200C8,1491219900000,471.00
F30200C8,1491220800000,408.00
F30200C8,1491221700000,415.00
F30200C8,1491222600000,533.00
F30200C8,1491223500000,413.00
F30200C8,1491224400000,393.00
F30200C8,1491225300000,362.00
F30200C8,1491226200000,285.00
F30200C8,1491227100000,179.00
F30200C8,1491228000000,135.00
F30200C8,1491228900000,146.00
F30200C8,1491229800000,157.00
F30200C8,1491230700000,160.00
F30200C8,1491231600000,164.00
F30200C8,1491232500000,146.00
F30200C8,1491233400000,133.00
F30200C8,1491234300000,87.00
F30200C8,1491235200000,41.00
F30200C8,1491236100000,78.00
F30200C8,1491237000000,114.00
F30200C8,1491237900000,188.00
F30200C8,1491238800000,144.00
F30200C8,1491239700000,110.00
F30200C8,1491240600000,121.00
F30200C8,1491241500000,394.00
F30200C8,1491242400000,486.00
F30200C8,1491243300000,557.00
F30200C8,1491244200000,525.00
F30200C8,1491245100000,470.00
F30200C8,1491246000000,494.00
F30200C8,1491246900000,488.00
F30200C8,1491247800000,502.00
F30200C8,1491248700000,542.00
F30200C8,1491249600000,546.00
F30200C8,1491250500000,500.00
F30200C8,1491251400000,497.00
F30200C8,1491252300000,249.00
F30200C8,1491253200000,132.00
F30200C8,1491254100000,106.00
F30200C8,1491255000000,200.00
F30200C8,1491255900000,233.00
F30200C8,1491256800000,95.00
F30200C8,1491257700000,181.00
F30200C8,1491258600000,229.00
F30200C8,1491259500000,297.00
F30200C8,1491260400000,84.00
F30200C8,1491261300000,146.00
F30200C8,1491262200000,97.00
F30200C8,1491263100000,253.00
F30200C8,1491264000000,76.00
F30200C8,1491264900000,90.00
F30200C8,1491265800000,70.00
F30200C8,1491266700000,58.00
F30200C8,1491267600000,61.00
F30200C8,1491268500000,51.00
F30200C8,1491269400000,56.00
F30200C8,1491270300000,75.00
F30200C8,1491271200000,72.00
F30200C8,1491272100000,77.00
F30200C8,1491273000000,59.00
F30200C8,1491273900000,53.00
F30200C8,1491274800000,47.00
F30200C8,1491275700000,49.00
F30200C8,1491276600000,70.00
F30200C8,1491277500000,70.00
F30200C8,1491278400000,73.00
F30200C8,1491279300000,59.00
F30200C8,1491280200000,50.00
F30200C8,1491281100000,53.00
F30200C8,1491282000000,49.00
F30200C8,1491282900000,65.00
F30200C8,1491283800000,77.00
F30200C8,1491284700000,115.00
F30200C8,1491285600000,88.00
F30200C8,1491286500000,90.00
F30200C8,1491287400000,174.00
F30200C8,1491288300000,243.00
F30200C8,1491289200000,188.00
F30200C8,1491290100000,190.00
F30200C8,1491291000000,510.00
F30200C8,1491291900000,418.00
F30200C8,1491292800000,400.00
F30200C8,1491293700000,203.00
F30200C8,1491294600000,339.00
F30200C8,1491295500000,389.00
F30200C8,1491296400000,534.00
F30200C8,1491297300000,440.00
F30200C8,1491298200000,450.00
F30200C8,1491299100000,395.00
F30200C8,1491300000000,227.00
F30200C8,1491300900000,213.00
F30200C8,1491301800000,211.00
F30200C8,1491302700000,217.00
F30200C8,1491303600000,198.00
F30200C8,1491304500000,207.00
F30200C8,1491305400000,203.00
F30200C8,1491306300000,501.00
F30200C8,1491307200000,642.00
F30200C8,1491308100000,490.00
F30200C8,1491309000000,567.00
F30200C8,1491309900000,337.00
F30200C8,1491310800000,218.00
F30200C8,1491311700000,123.00
F30200C8,1491312600000,111.00
F30200C8,1491313500000,134.00
F30200C8,1491314400000,90.00
F30200C8,1491315300000,129.00
F30200C8,1491316200000,173.00
F30200C8,1491317100000,125.00
F30200C8,1491318000000,191.00
F30200C8,1491318900000,186.00
F30200C8,1491319800000,188.00
F30200C8,1491320700000,155.00
F30200C8,1491321600000,166.00
F30200C8,1491322500000,191.00
F30200C8,1491323400000,141.00
F30200C8,1491324300000,135.00
F30200C8,1491325200000,118.00
F30200C8,1491326100000,217.00
F30200C8,1491327000000,539.00
F30200C8,1491327900000,537.00
F30200C8,1491328800000,566.00
F30200C8,1491329700000,533.00
F30200C8,1491330600000,500.00
F30200C8,1491331500000,518.00
F30200C8,1491332400000,520.00
F30200C8,1491333300000,503.00
F30200C8,1491334200000,511.00
F30200C8,1491335100000,550.00
F30200C8,1491336000000,549.00
F30200C8,1491336900000,541.00
F30200C8,1491337800000,505.00
F30200C8,1491338700000,287.00
F30200C8,1491339600000,148.00
F30200C8,1491340500000,103.00
F30200C8,1491341400000,85.00
F30200C8,1491342300000,312.00
F30200C8,1491343200000,125.00
F30200C8,1491344100000,184.00
F30200C8,1491345000000,159.00
F30200C8,1491345900000,141.00
F30200C8,1491346800000,364.00
F30200C8,1491347700000,178.00
F30200C8,1491348600000,89.00
F30200C8,1491349500000,93.00
F30200C8,1491350400000,132.00
F30200C8,1491351300000,103.00
F30200C8,1491352200000,65.00
F30200C8,1491353100000,154.00
F30200C8,1491354000000,241.00
F30200C8,1491354900000,290.00
F30200C8,1491355800000,194.00
F30200C8,1491356700000,85.00
F30200C8,1491357600000,53.00
F30200C8,1491358500000,35.00
F30200C8,1491359400000,36.00
F30200C8,1491360300000,36.00
F30200C8,1491361200000,39.00
F30200C8,1491362100000,163.00
F30200C8,1491363000000,100.00
F30200C8,1491363900000,63.00
F30200C8,1491364800000,59.00
F30200C8,1491365700000,56.00
F30200C8,1491366600000,125.00
F30200C8,1491367500000,264.00
F30200C8,1491368400000,127.00
F30200C8,1491369300000,60.00
F30200C8,1491370200000,44.00
F30200C8,1491371100000,50.00
F30200C8,1491372000000,65.00
F30200C8,1491372900000,162.00
F30200C8,1491373800000,70.00
F30200C8,1491374700000,72.00
F30200C8,1491375600000,69.00
F30200C8,1491376500000,37.00
F30200C8,1491377400000,151.00
F30200C8,1491378300000,272.00
F30200C8,1491379200000,343.00
F30200C8,1491380100000,254.00
F30200C8,1491381000000,380.00
F30200C8,1491381900000,478.00
F30200C8,1491382800000,383.00
F30200C8,1491383700000,382.00
F30200C8,1491384600000,140.00
F30200C8,1491385500000,135.00
F30200C8,1491386400000,79.00
F30200C8,1491387300000,83.00
F30200C8,1491388200000,97.00
F30200C8,1491389100000,104.00
F30200C8,1491390000000,421.00
F30200C8,1491390900000,186.00
F30200C8,1491391800000,126.00
F30200C8,1491392700000,88.00
F30200C8,1491393600000,109.00
F30200C8,1491394500000,153.00
F30200C8,1491395400000,131.00
F30200C8,1491396300000,135.00
F30200C8,1491397200000,156.00
F30200C8,1491398100000,81.00
F30200C8,1491399000000,128.00
F30200C8,1491399900000,107.00
F30200C8,1491400800000,104.00
F30200C8,1491401700000,114.00
F30200C8,1491402600000,111.00
F30200C8,1491403500000,133.00
F30200C8,1491404400000,122.00
F30200C8,1491405300000,141.00
F30200C8,1491406200000,144.00
F30200C8,1491407100000,125.00
F30200C8,1491408000000,110.00
F30200C8,1491408900000,129.00
F30200C8,1491409800000,101.00
F30200C8,1491410700000,109.00
F30200C8,1491411600000,136.00
F30200C8,1491412500000,117.00
F30200C8,1491413400000,125.00
F30200C8,1491414300000,405.00
F30200C8,1491415200000,384.00
F30200C8,1491416100000,383.00
F30200C8,1491417000000,413.00
F30200C8,1491417900000,421.00
F30200C8,1491418800000,411.00
F30200C8,1491419700000,440.00
F30200C8,1491420600000,415.00
F30200C8,1491421500000,442.00
F30200C8,1491422400000,411.00
F30200C8,1491423300000,412.00
F30200C8,1491424200000,406.00
F30200C8,1491425100000,360.00
F30200C8,1491426000000,128.00
F30200C8,1491426900000,58.00
F30200C8,1491427800000,108.00
F30200C8,1491428700000,112.00
F30200C8,1491429600000,92.00
F30200C8,1491430500000,185.00
F30200C8,1491431400000,130.00
F30200C8,1491432300000,183.00
F30200C8,1491433200000,90.00
F30200C8,1491434100000,82.00
F30200C8,1491435000000,92.00
F30200C8,1491435900000,86.00
F30200C8,1491436800000,88.00
F30200C8,1491437700000,63.00
F30200C8,1491438600000,73.00
F30200C8,1491439500000,55.00
F30200C8,1491440400000,57.00
F30200C8,1491441300000,71.00
F30200C8,1491442200000,78.00
F30200C8,1491443100000,70.00
F30200C8,1491444000000,69.00
F30200C8,1491444900000,92.00
F30200C8,1491445800000,58.00
F30200C8,1491446700000,62.00
F30200C8,1491447600000,76.00
F30200C8,1491448500000,104.00
F30200C8,1491449400000,79.00
F30200C8,1491450300000,59.00
F30200C8,1491451200000,77.00
F30200C8,1491452100000,58.00
F30200C8,1491453000000,70.00
F30200C8,1491453900000,33.00
F30200C8,1491454800000,56.00
F30200C8,1491455700000,208.00
F30200C8,1491456600000,212.00
F30200C8,1491457500000,151.00
F30200C8,1491458400000,224.00
F30200C8,1491459300000,222.00
F30200C8,1491460200000,183.00
F30200C8,1491461100000,163.00
F30200C8,1491462000000,83.00
F30200C8,1491462900000,105.00
F30200C8,1491463800000,73.00
F30200C8,1491464700000,81.00
F30200C8,1491465600000,82.00
F30200C8,1491466500000,81.00
F30200C8,1491467400000,84.00
F30200C8,1491468300000,166.00
F30200C8,1491469200000,124.00
F30200C8,1491470100000,85.00
F30200C8,1491471000000,83.00
F30200C8,1491471900000,84.00
F30200C8,1491472800000,75.00
F30200C8,1491473700000,74.00
F30200C8,1491474600000,54.00
F30200C8,1491475500000,48.00
F30200C8,1491476400000,53.00
F30200C8,1491477300000,86.00
F30200C8,1491478200000,283.00
F30200C8,1491479100000,599.00
F30200C8,1491480000000,428.00
F30200C8,1491480900000,363.00
F30200C8,1491481800000,255.00
F30200C8,1491482700000,51.00
F30200C8,1491483600000,55.00
F30200C8,1491484500000,61.00
F30200C8,1491485400000,80.00
F30200C8,1491486300000,81.00
F30200C8,1491487200000,77.00
F30200C8,1491488100000,78.00
F30200C8,1491489000000,64.00
F30200C8,1491489900000,56.00
F30200C8,1491490800000,61.00
F30200C8,1491491700000,59.00
F30200C8,1491492600000,82.00
F30200C8,1491493500000,82.00
F30200C8,1491494400000,78.00
F30200C8,1491495300000,93.00
F30200C8,1491496200000,84.00
F30200C8,1491497100000,77.00
F30200C8,1491498000000,81.00
F30200C8,1491498900000,80.00
F30200C8,1491499800000,77.00
F30200C8,1491500700000,170.00
F30200C8,1491501600000,350.00
F30200C8,1491502500000,334.00
F30200C8,1491503400000,335.00
F30200C8,1491504300000,335.00
F30200C8,1491505200000,353.00
F30200C8,1491506100000,355.00
F30200C8,1491507000000,360.00
F30200C8,1491507900000,355.00
F30200C8,1491508800000,340.00
F30200C8,1491509700000,336.00
F30200C8,1491510600000,322.00
F30200C8,1491511500000,63.00
F30200C8,1491512400000,58.00
F30200C8,1491513300000,59.00
F30200C8,1491514200000,60.00
F30200C8,1491515100000,61.00
F30200C8,1491516000000,72.00
F30200C8,1491516900000,238.00
F30200C8,1491517800000,270.00
F30200C8,1491518700000,159.00
F30200C8,1491519600000,148.00
F30200C8,1491520500000,150.00
F30200C8,1491521400000,178.00
F30200C8,1491522300000,191.00
F30200C8,1491523200000,182.00
F30200C8,1491524100000,237.00
F30200C8,1491525000000,167.00
F30200C8,1491525900000,138.00
F30200C8,1491526800000,171.00
F30200C8,1491527700000,264.00
F30200C8,1491528600000,138.00
F30200C8,1491529500000,95.00
F30200C8,1491530400000,79.00
F30200C8,1491531300000,112.00
F30200C8,1491532200000,50.00
F30200C8,1491533100000,51.00
F30200C8,1491534000000,167.00
F30200C8,1491534900000,146.00
F30200C8,1491535800000,77.00
F30200C8,1491536700000,76.00
F30200C8,1491537600000,75.00
F30200C8,1491538500000,58.00
F30200C8,1491539400000,47.00
F30200C8,1491540300000,36.00
F30200C8,1491541200000,37.00
F30200C8,1491542100000,36.00
F30200C8,1491543000000,58.00
F30200C8,1491543900000,57.00
F30200C8,1491544800000,59.00
F30200C8,1491545700000,74.00
F30200C8,1491546600000,64.00
F30200C8,1491547500000,56.00
F30200C8,1491548400000,111.00
F30200C8,1491549300000,92.00
F30200C8,1491550200000,323.00
F30200C8,1491551100000,82.00
F30200C8,1491552000000,63.00
F30200C8,1491552900000,61.00
F30200C8,1491553800000,74.00
F30200C8,1491554700000,82.00
F30200C8,1491555600000,87.00
F30200C8,1491556500000,142.00
F30200C8,1491557400000,66.00
F30200C8,1491558300000,44.00
F30200C8,1491559200000,58.00
F30200C8,1491560100000,192.00
F30200C8,1491561000000,81.00
F30200C8,1491561900000,73.00
F30200C8,1491562800000,124.00
F30200C8,1491563700000,143.00
F30200C8,1491564600000,115.00
F30200C8,1491565500000,163.00
F30200C8,1491566400000,63.00
F30200C8,1491567300000,74.00
F30200C8,1491568200000,71.00
F30200C8,1491569100000,72.00
F30200C8,1491570000000,61.00
F30200C8,1491570900000,49.00
F30200C8,1491571800000,50.00
F30200C8,1491572700000,56.00
F30200C8,1491573600000,69.00
F30200C8,1491574500000,70.00
F30200C8,1491575400000,71.00
F30200C8,1491576300000,53.00
F30200C8,1491577200000,48.00
F30200C8,1491578100000,49.00
F30200C8,1491579000000,57.00
F30200C8,1491579900000,69.00
F30200C8,1491580800000,67.00
F30200C8,1491581700000,64.00
F30200C8,1491582600000,45.00
F30200C8,1491583500000,46.00
F30200C8,1491584400000,43.00
F30200C8,1491585300000,73.00
F30200C8,1491586200000,323.00
F30200C8,1491587100000,349.00
F30200C8,1491588000000,338.00
F30200C8,1491588900000,326.00
F30200C8,1491589800000,321.00
F30200C8,1491590700000,324.00
F30200C8,1491591600000,343.00
F30200C8,1491592500000,345.00
F30200C8,1491593400000,345.00
F30200C8,1491594300000,335.00
F30200C8,1491595200000,327.00
F30200C8,1491596100000,322.00
F30200C8,1491597000000,243.00
F30200C8,1491597900000,65.00
F30200C8,1491598800000,451.00
F30200C8,1491599700000,244.00
F30200C8,1491600600000,387.00
F30200C8,1491601500000,284.00
F30200C8,1491602400000,258.00
F30200C8,1491603300000,407.00
F30200C8,1491604200000,406.00
F30200C8,1491605100000,288.00
F30200C8,1491606000000,282.00
F30200C8,1491606900000,222.00
F30200C8,1491607800000,171.00
F30200C8,1491608700000,161.00
F30200C8,1491609600000,69.00
F30200C8,1491610500000,110.00
F30200C8,1491611400000,126.00
F30200C8,1491612300000,140.00
F30200C8,1491613200000,131.00
F30200C8,1491614100000,125.00
F30200C8,1491615000000,120.00
F30200C8,1491615900000,120.00
F30200C8,1491616800000,102.00
F30200C8,1491617700000,116.00
